Object,Attributes,Condition
30012088,num_crystallizer_BIN=Low,crystallizer_movementmm_BIN=Low
30012088,num_crystallizer_BIN=Low,resistance_tonn_BIN=Low
30012088,num_crystallizer_BIN=Low,steel_temperature_grab1Celsius_BIN=High
30012088,num_crystallizer_BIN=Low,steel_weighttonn_BIN=High
30012088,num_crystallizer_BIN=Low,swing_frequency_amount_minute_BIN=High
30012088,num_crystallizer_BIN=Low,temperature_measurement1_Celsius_BIN=Low
30012088,num_crystallizer_BIN=Low,temperature_measurement2_Celsius_BIN=Low
30012088,num_crystallizer_BIN=Low,water_consumption_BIN=High
30012088,num_crystallizer_BIN=Low,water_temperature_deltaCelsius_BIN=High
30012088,num_stream_BIN=Medium,alloy_speed_meter_minute_BIN=Medium
30012088,num_stream_BIN=Medium,crystallizer_movementmm_BIN=Low
30012088,num_stream_BIN=Medium,resistance_tonn_BIN=Low
30012088,num_stream_BIN=Medium,steel_temperature_grab1Celsius_BIN=High
30012088,num_stream_BIN=Medium,steel_weighttonn_BIN=High
30012088,num_stream_BIN=Medium,swing_frequency_amount_minute_BIN=High
30012088,num_stream_BIN=Medium,temperature_measurement1_Celsius_BIN=Low
30012088,num_stream_BIN=Medium,temperature_measurement2_Celsius_BIN=Low
30012088,num_stream_BIN=Medium,water_consumption_BIN=High
30012088,num_stream_BIN=Medium,water_temperature_deltaCelsius_BIN=High
30012088,steel_type=Arm500,alloy_speed_meter_minute_BIN=Medium
30012088,steel_type=Arm500,crystallizer_movementmm_BIN=Low
30012088,steel_type=Arm500,resistance_tonn_BIN=Low
30012088,steel_type=Arm500,steel_temperature_grab1Celsius_BIN=High
30012088,steel_type=Arm500,steel_weighttonn_BIN=High
30012088,steel_type=Arm500,swing_frequency_amount_minute_BIN=High
30012088,steel_type=Arm500,temperature_measurement1_Celsius_BIN=Low
30012088,steel_type=Arm500,temperature_measurement2_Celsius_BIN=Low
30012088,steel_type=Arm500,water_consumption_BIN=High
30012088,steel_type=Arm500,water_temperature_deltaCelsius_BIN=High
30012088,workpiece_slice_geometry=180x180,alloy_speed_meter_minute_BIN=Medium
30012088,workpiece_slice_geometry=180x180,crystallizer_movementmm_BIN=Low
30012088,workpiece_slice_geometry=180x180,resistance_tonn_BIN=Low
30012088,workpiece_slice_geometry=180x180,steel_temperature_grab1Celsius_BIN=High
30012088,workpiece_slice_geometry=180x180,steel_weighttonn_BIN=High
30012088,workpiece_slice_geometry=180x180,swing_frequency_amount_minute_BIN=High
30012088,workpiece_slice_geometry=180x180,temperature_measurement1_Celsius_BIN=Low
30012088,workpiece_slice_geometry=180x180,temperature_measurement2_Celsius_BIN=Low
30012088,workpiece_slice_geometry=180x180,water_consumption_BIN=High
30012088,workpiece_slice_geometry=180x180,water_temperature_deltaCelsius_BIN=High
30012261,RUL_BIN=Critical,alloy_speed_meter_minute_BIN=High
30012261,RUL_BIN=Critical,crystallizer_movementmm_BIN=Medium
30012261,RUL_BIN=Critical,resistance_tonn_BIN=Low
30012261,RUL_BIN=Critical,steel_temperature_grab1Celsius_BIN=High
30012261,RUL_BIN=Critical,steel_weighttonn_BIN=High
30012261,RUL_BIN=Critical,swing_frequency_amount_minute_BIN=Medium
30012261,RUL_BIN=Critical,temperature_measurement1_Celsius_BIN=Low
30012261,RUL_BIN=Critical,temperature_measurement2_Celsius_BIN=Low
30012261,RUL_BIN=Critical,water_consumption_BIN=High
30012261,RUL_BIN=Critical,water_temperature_deltaCelsius_BIN=High
30012261,alloy_type=open,alloy_speed_meter_minute_BIN=High
30012261,alloy_type=open,crystallizer_movementmm_BIN=Medium
30012261,alloy_type=open,resistance_tonn_BIN=Low
30012261,alloy_type=open,steel_temperature_grab1Celsius_BIN=High
30012261,alloy_type=open,steel_weighttonn_BIN=High
30012261,alloy_type=open,swing_frequency_amount_minute_BIN=Medium
30012261,alloy_type=open,temperature_measurement1_Celsius_BIN=Low
30012261,alloy_type=open,temperature_measurement2_Celsius_BIN=Low
30012261,alloy_type=open,water_consumption_BIN=High
30012261,alloy_type=open,water_temperature_deltaCelsius_BIN=High
30012261,num_crystallizer_BIN=High,alloy_speed_meter_minute_BIN=High
30012261,num_crystallizer_BIN=High,crystallizer_movementmm_BIN=Medium
30012261,num_crystallizer_BIN=High,resistance_tonn_BIN=Low
30012261,num_crystallizer_BIN=High,steel_temperature_grab1Celsius_BIN=High
30012261,num_crystallizer_BIN=High,steel_weighttonn_BIN=High
30012261,num_crystallizer_BIN=High,swing_frequency_amount_minute_BIN=Medium
30012261,num_crystallizer_BIN=High,temperature_measurement1_Celsius_BIN=Low
30012261,num_crystallizer_BIN=High,temperature_measurement2_Celsius_BIN=Low
30012261,num_crystallizer_BIN=High,water_consumption_BIN=High
30012261,num_crystallizer_BIN=High,water_temperature_deltaCelsius_BIN=High
30012261,num_stream_BIN=Medium,alloy_speed_meter_minute_BIN=High
30012261,num_stream_BIN=Medium,crystallizer_movementmm_BIN=Medium
30012261,num_stream_BIN=Medium,resistance_tonn_BIN=Low
30012261,num_stream_BIN=Medium,steel_temperature_grab1Celsius_BIN=High
30012261,num_stream_BIN=Medium,steel_weighttonn_BIN=High
30012261,num_stream_BIN=Medium,swing_frequency_amount_minute_BIN=Medium
30012261,num_stream_BIN=Medium,temperature_measurement1_Celsius_BIN=Low
30012261,num_stream_BIN=Medium,temperature_measurement2_Celsius_BIN=Low
30012261,num_stream_BIN=Medium,water_consumption_BIN=High
30012261,num_stream_BIN=Medium,water_temperature_deltaCelsius_BIN=High
30012261,steel_type=St3sp,alloy_speed_meter_minute_BIN=High
30012261,steel_type=St3sp,crystallizer_movementmm_BIN=Medium
30012261,steel_type=St3sp,resistance_tonn_BIN=Low
30012261,steel_type=St3sp,steel_temperature_grab1Celsius_BIN=High
30012261,steel_type=St3sp,steel_weighttonn_BIN=High
30012261,steel_type=St3sp,swing_frequency_amount_minute_BIN=Medium
30012261,steel_type=St3sp,temperature_measurement1_Celsius_BIN=Low
30012261,steel_type=St3sp,temperature_measurement2_Celsius_BIN=Low
30012261,steel_type=St3sp,water_consumption_BIN=High
30012261,steel_type=St3sp,water_temperature_deltaCelsius_BIN=High
30012261,workpiece_slice_geometry=150x150,alloy_speed_meter_minute_BIN=High
30012261,workpiece_slice_geometry=150x150,crystallizer_movementmm_BIN=Medium
30012261,workpiece_slice_geometry=150x150,resistance_tonn_BIN=Low
30012261,workpiece_slice_geometry=150x150,steel_temperature_grab1Celsius_BIN=High
30012261,workpiece_slice_geometry=150x150,steel_weighttonn_BIN=High
30012261,workpiece_slice_geometry=150x150,swing_frequency_amount_minute_BIN=Medium
30012261,workpiece_slice_geometry=150x150,temperature_measurement1_Celsius_BIN=Low
30012261,workpiece_slice_geometry=150x150,temperature_measurement2_Celsius_BIN=Low
30012261,workpiece_slice_geometry=150x150,water_consumption_BIN=High
30012261,workpiece_slice_geometry=150x150,water_temperature_deltaCelsius_BIN=High
30012264,RUL_BIN=Critical,alloy_speed_meter_minute_BIN=Medium
30012264,RUL_BIN=Critical,crystallizer_movementmm_BIN=Low
30012264,RUL_BIN=Critical,resistance_tonn_BIN=Low
30012264,RUL_BIN=Critical,steel_temperature_grab1Celsius_BIN=High
30012264,RUL_BIN=Critical,steel_weighttonn_BIN=Medium
30012264,RUL_BIN=Critical,swing_frequency_amount_minute_BIN=High
30012264,RUL_BIN=Critical,temperature_measurement1_Celsius_BIN=Low
30012264,RUL_BIN=Critical,temperature_measurement2_Celsius_BIN=Low
30012264,RUL_BIN=Critical,water_consumption_BIN=High
30012264,RUL_BIN=Critical,water_temperature_deltaCelsius_BIN=High
30012264,alloy_type=open,alloy_speed_meter_minute_BIN=Medium
30012264,alloy_type=open,crystallizer_movementmm_BIN=Low
30012264,alloy_type=open,resistance_tonn_BIN=Low
30012264,alloy_type=open,steel_temperature_grab1Celsius_BIN=High
30012264,alloy_type=open,steel_weighttonn_BIN=Medium
30012264,alloy_type=open,swing_frequency_amount_minute_BIN=High
30012264,alloy_type=open,temperature_measurement1_Celsius_BIN=Low
30012264,alloy_type=open,temperature_measurement2_Celsius_BIN=Low
30012264,alloy_type=open,water_consumption_BIN=High
30012264,alloy_type=open,water_temperature_deltaCelsius_BIN=High
30012264,num_crystallizer_BIN=High,alloy_speed_meter_minute_BIN=Medium
30012264,num_crystallizer_BIN=High,crystallizer_movementmm_BIN=Low
30012264,num_crystallizer_BIN=High,resistance_tonn_BIN=Low
30012264,num_crystallizer_BIN=High,steel_temperature_grab1Celsius_BIN=High
30012264,num_crystallizer_BIN=High,steel_weighttonn_BIN=Medium
30012264,num_crystallizer_BIN=High,swing_frequency_amount_minute_BIN=High
30012264,num_crystallizer_BIN=High,temperature_measurement1_Celsius_BIN=Low
30012264,num_crystallizer_BIN=High,temperature_measurement2_Celsius_BIN=Low
30012264,num_crystallizer_BIN=High,water_consumption_BIN=High
30012264,num_crystallizer_BIN=High,water_temperature_deltaCelsius_BIN=High
30012264,num_stream_BIN=Low,alloy_speed_meter_minute_BIN=Medium
30012264,num_stream_BIN=Low,crystallizer_movementmm_BIN=Low
30012264,num_stream_BIN=Low,resistance_tonn_BIN=Low
30012264,num_stream_BIN=Low,steel_temperature_grab1Celsius_BIN=High
30012264,num_stream_BIN=Low,steel_weighttonn_BIN=Medium
30012264,num_stream_BIN=Low,swing_frequency_amount_minute_BIN=High
30012264,num_stream_BIN=Low,temperature_measurement1_Celsius_BIN=Low
30012264,num_stream_BIN=Low,temperature_measurement2_Celsius_BIN=Low
30012264,num_stream_BIN=Low,water_consumption_BIN=High
30012264,num_stream_BIN=Low,water_temperature_deltaCelsius_BIN=High
30012264,steel_type=Arm500,alloy_speed_meter_minute_BIN=Medium
30012264,steel_type=Arm500,crystallizer_movementmm_BIN=Low
30012264,steel_type=Arm500,resistance_tonn_BIN=Low
30012264,steel_type=Arm500,steel_temperature_grab1Celsius_BIN=High
30012264,steel_type=Arm500,steel_weighttonn_BIN=Medium
30012264,steel_type=Arm500,swing_frequency_amount_minute_BIN=High
30012264,steel_type=Arm500,temperature_measurement1_Celsius_BIN=Low
30012264,steel_type=Arm500,temperature_measurement2_Celsius_BIN=Low
30012264,steel_type=Arm500,water_consumption_BIN=High
30012264,steel_type=Arm500,water_temperature_deltaCelsius_BIN=High
30012264,workpiece_slice_geometry=180x180,alloy_speed_meter_minute_BIN=Medium
30012264,workpiece_slice_geometry=180x180,crystallizer_movementmm_BIN=Low
30012264,workpiece_slice_geometry=180x180,resistance_tonn_BIN=Low
30012264,workpiece_slice_geometry=180x180,steel_temperature_grab1Celsius_BIN=High
30012264,workpiece_slice_geometry=180x180,steel_weighttonn_BIN=Medium
30012264,workpiece_slice_geometry=180x180,swing_frequency_amount_minute_BIN=High
30012264,workpiece_slice_geometry=180x180,temperature_measurement1_Celsius_BIN=Low
30012264,workpiece_slice_geometry=180x180,temperature_measurement2_Celsius_BIN=Low
30012264,workpiece_slice_geometry=180x180,water_consumption_BIN=High
30012264,workpiece_slice_geometry=180x180,water_temperature_deltaCelsius_BIN=High
30012903,RUL_BIN=Critical,alloy_speed_meter_minute_BIN=Medium
30012903,RUL_BIN=Critical,crystallizer_movementmm_BIN=Low
30012903,RUL_BIN=Critical,resistance_tonn_BIN=Low
30012903,RUL_BIN=Critical,steel_temperature_grab1Celsius_BIN=High
30012903,RUL_BIN=Critical,steel_weighttonn_BIN=High
30012903,RUL_BIN=Critical,swing_frequency_amount_minute_BIN=High
30012903,RUL_BIN=Critical,temperature_measurement1_Celsius_BIN=Low
30012903,RUL_BIN=Critical,temperature_measurement2_Celsius_BIN=Low
30012903,RUL_BIN=Critical,water_consumption_BIN=High
30012903,RUL_BIN=Critical,water_temperature_deltaCelsius_BIN=High
30012903,alloy_type=open,alloy_speed_meter_minute_BIN=Medium
30012903,alloy_type=open,crystallizer_movementmm_BIN=Low
30012903,alloy_type=open,resistance_tonn_BIN=Low
30012903,alloy_type=open,steel_temperature_grab1Celsius_BIN=High
30012903,alloy_type=open,steel_weighttonn_BIN=High
30012903,alloy_type=open,swing_frequency_amount_minute_BIN=High
30012903,alloy_type=open,temperature_measurement1_Celsius_BIN=Low
30012903,alloy_type=open,temperature_measurement2_Celsius_BIN=Low
30012903,alloy_type=open,water_consumption_BIN=High
30012903,alloy_type=open,water_temperature_deltaCelsius_BIN=High
30012903,num_crystallizer_BIN=High,alloy_speed_meter_minute_BIN=Medium
30012903,num_crystallizer_BIN=High,crystallizer_movementmm_BIN=Low
30012903,num_crystallizer_BIN=High,resistance_tonn_BIN=Low
30012903,num_crystallizer_BIN=High,steel_temperature_grab1Celsius_BIN=High
30012903,num_crystallizer_BIN=High,steel_weighttonn_BIN=High
30012903,num_crystallizer_BIN=High,swing_frequency_amount_minute_BIN=High
30012903,num_crystallizer_BIN=High,temperature_measurement1_Celsius_BIN=Low
30012903,num_crystallizer_BIN=High,temperature_measurement2_Celsius_BIN=Low
30012903,num_crystallizer_BIN=High,water_consumption_BIN=High
30012903,num_crystallizer_BIN=High,water_temperature_deltaCelsius_BIN=High
30012903,num_stream_BIN=Low,alloy_speed_meter_minute_BIN=Medium
30012903,num_stream_BIN=Low,crystallizer_movementmm_BIN=Low
30012903,num_stream_BIN=Low,resistance_tonn_BIN=Low
30012903,num_stream_BIN=Low,steel_temperature_grab1Celsius_BIN=High
30012903,num_stream_BIN=Low,steel_weighttonn_BIN=High
30012903,num_stream_BIN=Low,swing_frequency_amount_minute_BIN=High
30012903,num_stream_BIN=Low,temperature_measurement1_Celsius_BIN=Low
30012903,num_stream_BIN=Low,temperature_measurement2_Celsius_BIN=Low
30012903,num_stream_BIN=Low,water_consumption_BIN=High
30012903,num_stream_BIN=Low,water_temperature_deltaCelsius_BIN=High
30012903,steel_type=Arm500,alloy_speed_meter_minute_BIN=Medium
30012903,steel_type=Arm500,crystallizer_movementmm_BIN=Low
30012903,steel_type=Arm500,resistance_tonn_BIN=Low
30012903,steel_type=Arm500,steel_temperature_grab1Celsius_BIN=High
30012903,steel_type=Arm500,steel_weighttonn_BIN=High
30012903,steel_type=Arm500,swing_frequency_amount_minute_BIN=High
30012903,steel_type=Arm500,temperature_measurement1_Celsius_BIN=Low
30012903,steel_type=Arm500,temperature_measurement2_Celsius_BIN=Low
30012903,steel_type=Arm500,water_consumption_BIN=High
30012903,steel_type=Arm500,water_temperature_deltaCelsius_BIN=High
30012903,workpiece_slice_geometry=180x180,alloy_speed_meter_minute_BIN=Medium
30012903,workpiece_slice_geometry=180x180,crystallizer_movementmm_BIN=Low
30012903,workpiece_slice_geometry=180x180,resistance_tonn_BIN=Low
30012903,workpiece_slice_geometry=180x180,steel_temperature_grab1Celsius_BIN=High
30012903,workpiece_slice_geometry=180x180,steel_weighttonn_BIN=High
30012903,workpiece_slice_geometry=180x180,swing_frequency_amount_minute_BIN=High
30012903,workpiece_slice_geometry=180x180,temperature_measurement1_Celsius_BIN=Low
30012903,workpiece_slice_geometry=180x180,temperature_measurement2_Celsius_BIN=Low
30012903,workpiece_slice_geometry=180x180,water_consumption_BIN=High
30012903,workpiece_slice_geometry=180x180,water_temperature_deltaCelsius_BIN=High
30012904,RUL_BIN=Critical,alloy_speed_meter_minute_BIN=Medium
30012904,RUL_BIN=Critical,crystallizer_movementmm_BIN=Low
30012904,RUL_BIN=Critical,resistance_tonn_BIN=Low
30012904,RUL_BIN=Critical,steel_temperature_grab1Celsius_BIN=High
30012904,RUL_BIN=Critical,steel_weighttonn_BIN=High
30012904,RUL_BIN=Critical,swing_frequency_amount_minute_BIN=High
30012904,RUL_BIN=Critical,temperature_measurement1_Celsius_BIN=Low
30012904,RUL_BIN=Critical,temperature_measurement2_Celsius_BIN=Low
30012904,RUL_BIN=Critical,water_consumption_BIN=High
30012904,RUL_BIN=Critical,water_temperature_deltaCelsius_BIN=High
30012904,alloy_type=open,alloy_speed_meter_minute_BIN=Medium
30012904,alloy_type=open,crystallizer_movementmm_BIN=Low
30012904,alloy_type=open,resistance_tonn_BIN=Low
30012904,alloy_type=open,steel_temperature_grab1Celsius_BIN=High
30012904,alloy_type=open,steel_weighttonn_BIN=High
30012904,alloy_type=open,swing_frequency_amount_minute_BIN=High
30012904,alloy_type=open,temperature_measurement1_Celsius_BIN=Low
30012904,alloy_type=open,temperature_measurement2_Celsius_BIN=Low
30012904,alloy_type=open,water_consumption_BIN=High
30012904,alloy_type=open,water_temperature_deltaCelsius_BIN=High
30012904,num_crystallizer_BIN=Low,alloy_speed_meter_minute_BIN=Medium
30012904,num_crystallizer_BIN=Low,crystallizer_movementmm_BIN=Low
30012904,num_crystallizer_BIN=Low,resistance_tonn_BIN=Low
30012904,num_crystallizer_BIN=Low,steel_temperature_grab1Celsius_BIN=High
30012904,num_crystallizer_BIN=Low,steel_weighttonn_BIN=High
30012904,num_crystallizer_BIN=Low,swing_frequency_amount_minute_BIN=High
30012904,num_crystallizer_BIN=Low,temperature_measurement1_Celsius_BIN=Low
30012904,num_crystallizer_BIN=Low,temperature_measurement2_Celsius_BIN=Low
30012904,num_crystallizer_BIN=Low,water_consumption_BIN=High
30012904,num_crystallizer_BIN=Low,water_temperature_deltaCelsius_BIN=High
30012904,num_stream_BIN=Medium,alloy_speed_meter_minute_BIN=Medium
30012904,num_stream_BIN=Medium,crystallizer_movementmm_BIN=Low
30012904,num_stream_BIN=Medium,resistance_tonn_BIN=Low
30012904,num_stream_BIN=Medium,steel_temperature_grab1Celsius_BIN=High
30012904,num_stream_BIN=Medium,steel_weighttonn_BIN=High
30012904,num_stream_BIN=Medium,swing_frequency_amount_minute_BIN=High
30012904,num_stream_BIN=Medium,temperature_measurement1_Celsius_BIN=Low
30012904,num_stream_BIN=Medium,temperature_measurement2_Celsius_BIN=Low
30012904,num_stream_BIN=Medium,water_consumption_BIN=High
30012904,num_stream_BIN=Medium,water_temperature_deltaCelsius_BIN=High
30012904,steel_type=Arm500,alloy_speed_meter_minute_BIN=Medium
30012904,steel_type=Arm500,crystallizer_movementmm_BIN=Low
30012904,steel_type=Arm500,resistance_tonn_BIN=Low
30012904,steel_type=Arm500,steel_temperature_grab1Celsius_BIN=High
30012904,steel_type=Arm500,steel_weighttonn_BIN=High
30012904,steel_type=Arm500,swing_frequency_amount_minute_BIN=High
30012904,steel_type=Arm500,temperature_measurement1_Celsius_BIN=Low
30012904,steel_type=Arm500,temperature_measurement2_Celsius_BIN=Low
30012904,steel_type=Arm500,water_consumption_BIN=High
30012904,steel_type=Arm500,water_temperature_deltaCelsius_BIN=High
30012904,workpiece_slice_geometry=180x180,alloy_speed_meter_minute_BIN=Medium
30012904,workpiece_slice_geometry=180x180,crystallizer_movementmm_BIN=Low
30012904,workpiece_slice_geometry=180x180,resistance_tonn_BIN=Low
30012904,workpiece_slice_geometry=180x180,steel_temperature_grab1Celsius_BIN=High
30012904,workpiece_slice_geometry=180x180,steel_weighttonn_BIN=High
30012904,workpiece_slice_geometry=180x180,swing_frequency_amount_minute_BIN=High
30012904,workpiece_slice_geometry=180x180,temperature_measurement1_Celsius_BIN=Low
30012904,workpiece_slice_geometry=180x180,temperature_measurement2_Celsius_BIN=Low
30012904,workpiece_slice_geometry=180x180,water_consumption_BIN=High
30012904,workpiece_slice_geometry=180x180,water_temperature_deltaCelsius_BIN=High
30012905,RUL_BIN=Critical,alloy_speed_meter_minute_BIN=Medium
30012905,RUL_BIN=Critical,crystallizer_movementmm_BIN=Low
30012905,RUL_BIN=Critical,resistance_tonn_BIN=Low
30012905,RUL_BIN=Critical,steel_temperature_grab1Celsius_BIN=High
30012905,RUL_BIN=Critical,steel_weighttonn_BIN=High
30012905,RUL_BIN=Critical,swing_frequency_amount_minute_BIN=High
30012905,RUL_BIN=Critical,temperature_measurement1_Celsius_BIN=Low
30012905,RUL_BIN=Critical,temperature_measurement2_Celsius_BIN=Low
30012905,RUL_BIN=Critical,water_consumption_BIN=High
30012905,RUL_BIN=Critical,water_temperature_deltaCelsius_BIN=High
30012905,alloy_type=open,alloy_speed_meter_minute_BIN=Medium
30012905,alloy_type=open,crystallizer_movementmm_BIN=Low
30012905,alloy_type=open,resistance_tonn_BIN=Low
30012905,alloy_type=open,steel_temperature_grab1Celsius_BIN=High
30012905,alloy_type=open,steel_weighttonn_BIN=High
30012905,alloy_type=open,swing_frequency_amount_minute_BIN=High
30012905,alloy_type=open,temperature_measurement1_Celsius_BIN=Low
30012905,alloy_type=open,temperature_measurement2_Celsius_BIN=Low
30012905,alloy_type=open,water_consumption_BIN=High
30012905,alloy_type=open,water_temperature_deltaCelsius_BIN=High
30012905,num_crystallizer_BIN=Low,alloy_speed_meter_minute_BIN=Medium
30012905,num_crystallizer_BIN=Low,crystallizer_movementmm_BIN=Low
30012905,num_crystallizer_BIN=Low,resistance_tonn_BIN=Low
30012905,num_crystallizer_BIN=Low,steel_temperature_grab1Celsius_BIN=High
30012905,num_crystallizer_BIN=Low,steel_weighttonn_BIN=High
30012905,num_crystallizer_BIN=Low,swing_frequency_amount_minute_BIN=High
30012905,num_crystallizer_BIN=Low,temperature_measurement1_Celsius_BIN=Low
30012905,num_crystallizer_BIN=Low,temperature_measurement2_Celsius_BIN=Low
30012905,num_crystallizer_BIN=Low,water_consumption_BIN=High
30012905,num_crystallizer_BIN=Low,water_temperature_deltaCelsius_BIN=High
30012905,num_stream_BIN=High,alloy_speed_meter_minute_BIN=Medium
30012905,num_stream_BIN=High,crystallizer_movementmm_BIN=Low
30012905,num_stream_BIN=High,resistance_tonn_BIN=Low
30012905,num_stream_BIN=High,steel_temperature_grab1Celsius_BIN=High
30012905,num_stream_BIN=High,steel_weighttonn_BIN=High
30012905,num_stream_BIN=High,swing_frequency_amount_minute_BIN=High
30012905,num_stream_BIN=High,temperature_measurement1_Celsius_BIN=Low
30012905,num_stream_BIN=High,temperature_measurement2_Celsius_BIN=Low
30012905,num_stream_BIN=High,water_consumption_BIN=High
30012905,num_stream_BIN=High,water_temperature_deltaCelsius_BIN=High
30012905,steel_type=Arm500,alloy_speed_meter_minute_BIN=Medium
30012905,steel_type=Arm500,crystallizer_movementmm_BIN=Low
30012905,steel_type=Arm500,resistance_tonn_BIN=Low
30012905,steel_type=Arm500,steel_temperature_grab1Celsius_BIN=High
30012905,steel_type=Arm500,steel_weighttonn_BIN=High
